,entity_name,kaggle_image_path,entity_value,prediction
8852,width,/kaggle/input/amazon-2024-100k-imgs/images/41Swkr7VCWL.jpg,20.0 centimetre,120.0 centimetre
8853,depth,/kaggle/input/amazon-2024-100k-imgs/images/61Cc-3CYDvL.jpg,15.0 centimetre,15.0 centimetre
8854,depth,/kaggle/input/amazon-2024-100k-imgs/images/51-PnhYE6zL.jpg,1.0 foot,10.0 inch
8855,height,/kaggle/input/amazon-2024-100k-imgs/images/51-qd9hLDnL.jpg,17.7 inch,17.7 inch
8856,width,/kaggle/input/amazon-2024-100k-imgs/images/61C9VSrOu7L.jpg,2.75 inch,3.15 inch
8857,width,/kaggle/input/amazon-2024-100k-imgs/images/517uFell6-L.jpg,5.31 inch,5.31 inch
8858,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/91rZT2nULML.jpg,1000.0 milligram,100.0 gram
8859,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/716xeASHdkL.jpg,18.0 gram,100.0 gram
8860,width,/kaggle/input/amazon-2024-100k-imgs/images/512O8q7mGqL.jpg,7.5 centimetre,20.0 centimetre
8861,wattage,/kaggle/input/amazon-2024-100k-imgs/images/61YAdurFXKL.jpg,400.0 watt,25.0 watt
8862,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/71uS6oclYKL.jpg,200 gram,15.0 gram
8863,depth,/kaggle/input/amazon-2024-100k-imgs/images/51HKkeHWrIL.jpg,20.0 inch,10.0 inch
8864,depth,/kaggle/input/amazon-2024-100k-imgs/images/61ExdTWMnZL.jpg,1.0 metre,10.0 inch
8865,width,/kaggle/input/amazon-2024-100k-imgs/images/51IgNOCjpAL.jpg,120.0 centimetre,120.0 centimetre
8866,height,/kaggle/input/amazon-2024-100k-imgs/images/61F4iXVd2hL.jpg,12.01 inch,12.0 inch
8867,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/613mVDI-zsL.jpg,1000.0 milligram,1000.0 milligram
8868,width,/kaggle/input/amazon-2024-100k-imgs/images/51YlRz7khgL.jpg,1.97 inch,1.97 inch
8869,height,/kaggle/input/amazon-2024-100k-imgs/images/41t0OMZ5QqL.jpg,9.5 centimetre,10.5 centimetre
8870,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/81P-gv28jUL.jpg,53.0 gram,100 gram
8871,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/61k4N8-kIyL.jpg,0.36 pound,0.36 pound
8872,depth,/kaggle/input/amazon-2024-100k-imgs/images/51SIk9vJdHL.jpg,19.8 centimetre,2.3 inch
8873,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/71sRk0PAZZL.jpg,71.0 gram,100 gram
8874,voltage,/kaggle/input/amazon-2024-100k-imgs/images/71cYgnqLfoL.jpg,48.0 volt,48.0 volt
8875,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/81N9BA1Dg0L.jpg,770.0 gram,770.0 gram
8876,width,/kaggle/input/amazon-2024-100k-imgs/images/51NJSHMjnAS.jpg,6.3 inch,6.3 inch
8877,width,/kaggle/input/amazon-2024-100k-imgs/images/51nab46foSL.jpg,42.0 inch,42.0 inch
8878,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/71xP3DBVzgL.jpg,227 gram,8.0 ounce
8879,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/71Ip5GyPOsL.jpg,6.5 kilogram,1.7 kilogram
8880,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/812LgXoe8PL.jpg,0.94 pound,0.94 pound
8881,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/81mO37m18fL.jpg,79.4 gram,79.4 gram
8882,width,/kaggle/input/amazon-2024-100k-imgs/images/51WV22Su8wL.jpg,13.7 inch,35.0 centimetre
8883,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/819Vq+o2SNL.jpg,13.8 gram,100.0 gram
8884,depth,/kaggle/input/amazon-2024-100k-imgs/images/511Kqf8--ZL.jpg,40.0 millimetre,20.0 millimetre
8885,voltage,/kaggle/input/amazon-2024-100k-imgs/images/414mhFdiwrL.jpg,3.7 volt,3.7 volt
8886,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/51J08zitb+L.jpg,1.7 gram,17.0 gram
8887,depth,/kaggle/input/amazon-2024-100k-imgs/images/61DGytqoFwL.jpg,6.5 inch,6.5 inch
8888,depth,/kaggle/input/amazon-2024-100k-imgs/images/615+OdXYO8L.jpg,15.6 inch,15.6 inch
8889,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/71t87UcLnES.jpg,200.0 kilogram,20.0 gram
8890,depth,/kaggle/input/amazon-2024-100k-imgs/images/51t6bos6MKL.jpg,203.0 centimetre,103.0 centimetre
8891,height,/kaggle/input/amazon-2024-100k-imgs/images/41YwNrQ+5xL.jpg,11.5 centimetre,11.5 centimetre
8892,depth,/kaggle/input/amazon-2024-100k-imgs/images/41oHwEGmtfL.jpg,16.0 centimetre,5.0 millimetre
8893,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/61215eg8fsL.jpg,43 gram,43.0 gram
8894,depth,/kaggle/input/amazon-2024-100k-imgs/images/519cVBPpsXL.jpg,35.0 centimetre,35.0 centimetre
8895,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/61VWxsFNj1L.jpg,2.2 pound,0.2 pound
8896,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/41gJpXbdSWL.jpg,11.0 gram,100.0 gram
8897,height,/kaggle/input/amazon-2024-100k-imgs/images/51mMcIFVlvL.jpg,43.0 centimetre,43.0 centimetre
8898,wattage,/kaggle/input/amazon-2024-100k-imgs/images/71FRQm8YX6L.jpg,240.0 watt,100.0 watt
8899,voltage,/kaggle/input/amazon-2024-100k-imgs/images/71pkqOz59BL.jpg,"[100.0, 240.0] volt","[100.0, 240.0]"
8900,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/81r66AgwP9L.jpg,10 ounce,10.0 ounce
8901,voltage,/kaggle/input/amazon-2024-100k-imgs/images/71EWMI5XlYL.jpg,3.8 volt,3.8 volt
8902,depth,/kaggle/input/amazon-2024-100k-imgs/images/61DFE2SWUQL.jpg,72.0 inch,72.0 inch
8903,height,/kaggle/input/amazon-2024-100k-imgs/images/51vYs5Bj1fL.jpg,20.0 centimetre,20.0 centimetre
8904,height,/kaggle/input/amazon-2024-100k-imgs/images/51rWl9udt6L.jpg,4.5 inch,4.12 inch
8905,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/61+P0QrmW5L.jpg,15.5 ounce,15.5 ounce
8906,wattage,/kaggle/input/amazon-2024-100k-imgs/images/71G3Oe+W5nL.jpg,0.2 watt,225.0 watt
8907,depth,/kaggle/input/amazon-2024-100k-imgs/images/61A5fFEsnmL.jpg,16.0 centimetre,16.0 centimetre
8908,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/41hYx6LwxEL.jpg,25.714285714285715 ounce,1.7 ounce
8909,item_volume,/kaggle/input/amazon-2024-100k-imgs/images/71mB+nTGMSL.jpg,25.0 millilitre,100.0 millilitre
8910,depth,/kaggle/input/amazon-2024-100k-imgs/images/513GQ61V3kL.jpg,6.5 inch,6.5 inch
8911,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/617nffX3M8L.jpg,84 gram,100 gram
8912,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/81BHp23SqHL.jpg,4.2 ounce,100.0 gram
8913,depth,/kaggle/input/amazon-2024-100k-imgs/images/61F2WtcK8zL.jpg,24.0 millimetre,13.0 millimetre
8914,height,/kaggle/input/amazon-2024-100k-imgs/images/41-8a-62vFL.jpg,2.55 inch,6.5 centimetre
8915,width,/kaggle/input/amazon-2024-100k-imgs/images/41fYodDoCsL.jpg,15.7 inch,40.0 centimetre
8916,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/71mFwqyM22L.jpg,24.0 gram,100.0 gram
8917,height,/kaggle/input/amazon-2024-100k-imgs/images/616ekyBXk3L.jpg,135.0 millimetre,135.0 millimetre
8918,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/711oCaR7h3L.jpg,22.6 gram,22.6 gram
8919,height,/kaggle/input/amazon-2024-100k-imgs/images/51XyM34wyvL.jpg,130.0 millimetre,130.0 millimetre
8920,width,/kaggle/input/amazon-2024-100k-imgs/images/61Da1ZoSGQL.jpg,60.63 inch,60.63 inch
8921,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/515aNiGbKqL.jpg,3 kilogram,4.0 kilogram
8922,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/51XTpbLWwqL.jpg,15.0 gram,10.0 gram
8923,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/51YhBPapxGL.jpg,0.28 ounce,0.28 ounce
8924,width,/kaggle/input/amazon-2024-100k-imgs/images/614IMzcvadL.jpg,6.0 inch,1.6 inch
8925,depth,/kaggle/input/amazon-2024-100k-imgs/images/51KwruHBACL.jpg,17.5 centimetre,17.5 centimetre
8926,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/81I4GmDtOML.jpg,50 gram,250.0 gram
8927,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/61MFSnN14QL.jpg,1000.0 ounce,100 gram
8928,depth,/kaggle/input/amazon-2024-100k-imgs/images/51caqFnL7oS.jpg,10.0 foot,4.0 inch
8929,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/81As7s+c5eL.jpg,13.7 gram,13.7 gram
8930,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/71JD8aKSSVL.jpg,220 gram,200.0 kilogram
8931,width,/kaggle/input/amazon-2024-100k-imgs/images/51tFIUHscQL.jpg,10.0 centimetre,20.0 centimetre
8932,width,/kaggle/input/amazon-2024-100k-imgs/images/513XTT8Ae0S.jpg,27.0 centimetre,27.0 centimetre
8933,height,/kaggle/input/amazon-2024-100k-imgs/images/51YrpTTgnQL.jpg,10.0 centimetre,1.75 centimetre
8934,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/71D824lbRvL.jpg,18.55 gram,18.55 gram
8935,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/81j9skutU5L.jpg,3.0 ton,3.0 ton
8936,maximum_weight_recommendation,/kaggle/input/amazon-2024-100k-imgs/images/61oD9t+sYFS.jpg,350 pound,1.94 pound
8937,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/61ChHYvGzSL.jpg,250 gram,250 gram
8938,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/91ipROcevhL.jpg,28.0 kilogram,28.0 gram
8939,height,/kaggle/input/amazon-2024-100k-imgs/images/6128cF-2BUL.jpg,30.0 millimetre,30.0 millimetre
8940,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/71z119asLkL.jpg,145.0 gram,100 gram
8941,height,/kaggle/input/amazon-2024-100k-imgs/images/511fQIQ5h2L.jpg,1.0 inch,10.0 inch
8942,width,/kaggle/input/amazon-2024-100k-imgs/images/51IjUWpdSgL.jpg,8.5 centimetre,8.5 centimetre
8943,depth,/kaggle/input/amazon-2024-100k-imgs/images/510FFGS9OSL.jpg,60.0 centimetre,60.0 centimetre
8944,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/61v5OVTHvpL.jpg,13.0 gram,13.0 gram
8945,width,/kaggle/input/amazon-2024-100k-imgs/images/51E7i26VURS.jpg,6.0 centimetre,6.0 centimetre
8946,width,/kaggle/input/amazon-2024-100k-imgs/images/6113UDkWgAL.jpg,1.73 inch,1.73 inch
8947,depth,/kaggle/input/amazon-2024-100k-imgs/images/613FeoTLf3L.jpg,92.0 centimetre,122.0 centimetre
8948,item_volume,/kaggle/input/amazon-2024-100k-imgs/images/71yB9jDLRbL.jpg,8.0 cubic foot,100.0 millilitre
8949,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/71RZfJH940L.jpg,180.0 gram,180.0 gram
8950,width,/kaggle/input/amazon-2024-100k-imgs/images/41KdbSQFOaL.jpg,45.0 centimetre,45.0 centimetre
8951,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/71VaEr5VO4L.jpg,6.5 ounce,6.5 ounce
8952,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/61w61cF+VXL.jpg,45 gram,45.0 gram
8953,width,/kaggle/input/amazon-2024-100k-imgs/images/51upU1D3NiL.jpg,2.75 inch,2.75 inch
8954,width,/kaggle/input/amazon-2024-100k-imgs/images/618oKpZuLcL.jpg,1.85 inch,1.85 inch
8955,width,/kaggle/input/amazon-2024-100k-imgs/images/61+kRLE9xgL.jpg,11.8 inch,11.8 inch
8956,width,/kaggle/input/amazon-2024-100k-imgs/images/51X+nJFiBIL.jpg,115.0 millimetre,115.0 millimetre
8957,height,/kaggle/input/amazon-2024-100k-imgs/images/61FqNGNamVL.jpg,50.0 millimetre,40.0 millimetre
8958,wattage,/kaggle/input/amazon-2024-100k-imgs/images/71oMQH-T0gL.jpg,"[11.0, 30.0] watt",10.0 watt
8959,width,/kaggle/input/amazon-2024-100k-imgs/images/51tWy0FtAxL.jpg,4.3 centimetre,10.0 centimetre
8960,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/71ZapQieigL.jpg,48.0 gram,48 gram
8961,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/712kAeQAYCL.jpg,0.0 milligram,100 gram
8962,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/71Taugso2LS.jpg,24.0 gram,250 gram
8963,depth,/kaggle/input/amazon-2024-100k-imgs/images/611V+3ZjwwL.jpg,6.0 inch,6.0 inch
8964,width,/kaggle/input/amazon-2024-100k-imgs/images/51qDFUZGnkL.jpg,2.5 inch,3.0 inch
8965,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/71lR0703+hL.jpg,250.0 gram,250.0 gram
8966,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/81SkoW5nWCL.jpg,100.0 milligram,100.0 milligram
8967,depth,/kaggle/input/amazon-2024-100k-imgs/images/41dpl-yTujL.jpg,7.0 inch,7.0 inch
8968,height,/kaggle/input/amazon-2024-100k-imgs/images/6164XSZUv2S.jpg,5.5 centimetre,11.5 centimetre
8969,depth,/kaggle/input/amazon-2024-100k-imgs/images/51X4SVWs9vL.jpg,20.0 centimetre,20.0 centimetre
8970,height,/kaggle/input/amazon-2024-100k-imgs/images/51-7WAjeWbL.jpg,56.0 centimetre,42.0 centimetre
8971,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/81SHKyKVJ0L.jpg,6.0 gram,100.0 gram
8972,depth,/kaggle/input/amazon-2024-100k-imgs/images/61CmgA4U+yL.jpg,55.0 millimetre,12.0 inch
8973,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/81h2cg+vlPL.jpg,32.0 gram,1.13 ounce
8974,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/71hQOK8c96L.jpg,100 gram,100 gram
8975,depth,/kaggle/input/amazon-2024-100k-imgs/images/51pKYou7JBL.jpg,37.0 centimetre,16.0 centimetre
8976,depth,/kaggle/input/amazon-2024-100k-imgs/images/619812u3QSL.jpg,300.0 millimetre,10.0 inch
8977,width,/kaggle/input/amazon-2024-100k-imgs/images/51KU93AHciL.jpg,20.0 centimetre,20.0 centimetre
8978,width,/kaggle/input/amazon-2024-100k-imgs/images/511N7O5y8BL.jpg,25.0 centimetre,16.0 centimetre
8979,wattage,/kaggle/input/amazon-2024-100k-imgs/images/71U7JDSEMLL.jpg,60.0 watt,60.0 watt
8980,width,/kaggle/input/amazon-2024-100k-imgs/images/51RAZLOMQXL.jpg,255.0 millimetre,10.0 inch
8981,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/61XnYm4xpUL.jpg,50.0 kilogram,1.0 kilogram
8982,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/51bZBY7GZ8L.jpg,0.5 pound,1.0 ounce
8983,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/612QgX3mv9L.jpg,0.5 gram,0.5 gram
8984,wattage,/kaggle/input/amazon-2024-100k-imgs/images/71BszUAOVeL.jpg,60.0 watt,60.0 watt
8985,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/91YkWy7X+FL.jpg,9.9 ounce,100.0 gram
8986,item_volume,/kaggle/input/amazon-2024-100k-imgs/images/81RAUrAk0gL.jpg,2.0 litre,1.0 litre
8987,voltage,/kaggle/input/amazon-2024-100k-imgs/images/61UKo5P1uBL.jpg,"[85.0, 265.0] volt","[85.0, 260.0] volt"
8988,height,/kaggle/input/amazon-2024-100k-imgs/images/51qdW8jGvML.jpg,22.0 centimetre,23.0 centimetre
8989,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/61z9fvsKeVL.jpg,4.25 kilogram,4.25 kilogram
8990,depth,/kaggle/input/amazon-2024-100k-imgs/images/51sShaNBWdL.jpg,7.8 inch,7.8 inch
8991,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/81Wz0-U1qKL.jpg,0.88 ounce,0.88 ounce
8992,width,/kaggle/input/amazon-2024-100k-imgs/images/61-4m4Z0fML.jpg,13.0 millimetre,13.0 millimetre
8993,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/81Gc8C4jRuL.jpg,220.0 gram,100 gram
8994,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/51Xpo4Bhq-L.jpg,210.0 gram,50.0 gram
8995,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/81K1eN2Y+7L.jpg,1.6 pound,1.6 pound
8996,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/61uDFrJ7NmL.jpg,425 gram,100 gram
8997,width,/kaggle/input/amazon-2024-100k-imgs/images/51fseEUk0ML.jpg,4.05 inch,4.05 inch
8998,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/71hiCeXRfnL.jpg,30.0 gram,30.0 gram
8999,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/818-E7RY2IL.jpg,65.0 gram,65.0 gram
9000,depth,/kaggle/input/amazon-2024-100k-imgs/images/51OTTq3laiL.jpg,25.0 millimetre,15.0 millimetre
9001,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/5132r1hMDWL.jpg,600.0 milligram,600.0 milligram
9002,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/51GqfqwkB1L.jpg,10 gram,100.0 gram
9003,height,/kaggle/input/amazon-2024-100k-imgs/images/51DdLLmGV0L.jpg,34.0 centimetre,34.0 centimetre
9004,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/71Uz+c44ffL.jpg,37.4 gram,37.4 gram
9005,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/61v1DQ29zwL.jpg,25 gram,100 gram
9006,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/81UyT94xv+L.jpg,450.0 gram,100.0 gram
9007,height,/kaggle/input/amazon-2024-100k-imgs/images/611yRiJtNmL.jpg,25.0 centimetre,25.0 centimetre
9008,voltage,/kaggle/input/amazon-2024-100k-imgs/images/71N9kOvNuBL.jpg,36.0 volt,"[14.0, 28.0] volt"
9009,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/71zxc5c5IlL.jpg,150.0 gram,8.0 gram
9010,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/712IITwTgoL.jpg,43.0 pound,43.0 pound
9011,height,/kaggle/input/amazon-2024-100k-imgs/images/61CNnCNhBYL.jpg,3.8 inch,9.6 centimetre
9012,height,/kaggle/input/amazon-2024-100k-imgs/images/61E3gcM6kJL.jpg,15.0 centimetre,10.0 centimetre
9013,depth,/kaggle/input/amazon-2024-100k-imgs/images/511Uw+8ugaL.jpg,6.88 inch,6.88 inch
9014,width,/kaggle/input/amazon-2024-100k-imgs/images/51zNdSzs+4L.jpg,24.0 inch,24.0 inch
9015,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/71ayQ1UN7hL.jpg,26.0 gram,26.0 gram
9016,height,/kaggle/input/amazon-2024-100k-imgs/images/61Bs2FwznpL.jpg,14.5 centimetre,10.5 centimetre
9017,depth,/kaggle/input/amazon-2024-100k-imgs/images/61Fyi0fAUMS.jpg,250.0 millimetre,128.5 millimetre
9018,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/61x7usn2gCL.jpg,100.0 gram,100 gram
9019,item_volume,/kaggle/input/amazon-2024-100k-imgs/images/71VG0EXUw7L.jpg,36333.0 quart,0.36333333333333333
9020,depth,/kaggle/input/amazon-2024-100k-imgs/images/61E0nH8jjuL.jpg,4.52 inch,4.52 inch
9021,height,/kaggle/input/amazon-2024-100k-imgs/images/61AYN04LHTL.jpg,17.0 centimetre,10.0 inch
9022,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/71NzJ80Km1L.jpg,6.0 kilogram,6.0 kilogram
9023,depth,/kaggle/input/amazon-2024-100k-imgs/images/517ZX6ZdUoL.jpg,21.7 centimetre,12.0 centimetre
9024,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/81yMJzgToyL.jpg,82.0 gram,3.0 gram
9025,width,/kaggle/input/amazon-2024-100k-imgs/images/41LFdLb86zL.jpg,2.6 centimetre,2.6 centimetre
9026,width,/kaggle/input/amazon-2024-100k-imgs/images/51rmXWCRBYL.jpg,67.5 centimetre,8.3 centimetre
9027,depth,/kaggle/input/amazon-2024-100k-imgs/images/611SoML0sXL.jpg,22.0 centimetre,22.0 centimetre
9028,width,/kaggle/input/amazon-2024-100k-imgs/images/51CYoMJhZeL.jpg,12.8 inch,12.8 inch
9029,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/61hDiurryrL.jpg,8.9 gram,8.9 gram
9030,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/71QHGaO5NlL.jpg,250 gram,300 gram
9031,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/81LmEm6MsUL.jpg,176.0 pound,176.0 pound
9032,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/51y+R-VgQBL.jpg,18 gram,18 gram
9033,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/61DoAJg1biL.jpg,7.0 gram,7.0 gram
9034,width,/kaggle/input/amazon-2024-100k-imgs/images/41LX5XWME-L.jpg,7.0 inch,7.0 inch
9035,width,/kaggle/input/amazon-2024-100k-imgs/images/515eJjU+oaL.jpg,143.0 millimetre,143.0 millimetre
9036,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/71i9IC1BDlL.jpg,90.0 gram,8.0 ounce
9037,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/71ey+EuhLKS.jpg,2019.0 gram,20.0 gram
9038,height,/kaggle/input/amazon-2024-100k-imgs/images/61-dVF5iZOL.jpg,36.0 inch,36.0 inch
9039,width,/kaggle/input/amazon-2024-100k-imgs/images/618RB7c2+4L.jpg,21.0 inch,2.0 inch
9040,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/71VeEFct1QL.jpg,100.0 gram,3.5 ounce
9041,width,/kaggle/input/amazon-2024-100k-imgs/images/617k8v7tA+L.jpg,50.0 millimetre,100.0 millimetre
9042,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/71nE3lL1eDL.jpg,1.74 pound,0.7 kilogram
9043,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/81F-vJn1tyS.jpg,200 gram,200.0 gram
9044,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/71j1EcAa6XL.jpg,20.0 gram,20.0 gram
9045,depth,/kaggle/input/amazon-2024-100k-imgs/images/612l-XQA2vL.jpg,3.0 inch,40.0 centimetre
9046,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/81ptGFXhdqL.jpg,300.0 gram,300.0 gram
9047,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/61umheUpyrL.jpg,7.0 gram,7.0 gram
9048,depth,/kaggle/input/amazon-2024-100k-imgs/images/51Rwi88lKJL.jpg,46.0 millimetre,50.0 centimetre
9049,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/71J9GuWlcGL.jpg,500.0 gram,500 gram
9050,width,/kaggle/input/amazon-2024-100k-imgs/images/51ulOEdErbL.jpg,19.0 centimetre,19.0 centimetre
9051,depth,/kaggle/input/amazon-2024-100k-imgs/images/61-F11D+eXL.jpg,4.0 inch,10.0 inch
9052,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/817E+VmauGL.jpg,12202.0 pound,100.0 gram
9053,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/61FjrNO8Z2L.jpg,24.0 gram,24.0 gram
9054,height,/kaggle/input/amazon-2024-100k-imgs/images/51LRy2sGyBL.jpg,150.0 millimetre,150.0 millimetre
9055,depth,/kaggle/input/amazon-2024-100k-imgs/images/51nd9NI0-OL.jpg,25.5 centimetre,25.5 centimetre
9056,width,/kaggle/input/amazon-2024-100k-imgs/images/511KMmFcSQL.jpg,33.3 centimetre,33.3 centimetre
9057,width,/kaggle/input/amazon-2024-100k-imgs/images/510clBsX3WL.jpg,330.0 millimetre,330.0 millimetre
9058,depth,/kaggle/input/amazon-2024-100k-imgs/images/51nA5iywJoL.jpg,40.0 centimetre,40.0 centimetre
9059,depth,/kaggle/input/amazon-2024-100k-imgs/images/61FT2fkvcCL.jpg,15.0 inch,15.0 inch
9060,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/81XaV2b4EiL.jpg,120.0 gram,250 gram
9061,depth,/kaggle/input/amazon-2024-100k-imgs/images/51D29Mgx1uL.jpg,14.0 centimetre,14.0 centimetre
9062,height,/kaggle/input/amazon-2024-100k-imgs/images/61+fUqFWezS.jpg,135.0 millimetre,135.0 millimetre
9063,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/81aET8I-hzL.jpg,10 gram,100 gram
9064,depth,/kaggle/input/amazon-2024-100k-imgs/images/51v35WydmaL.jpg,16.0 centimetre,16.0 centimetre
9065,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/71HLT9tMJLL.jpg,100 gram,100 gram
9066,depth,/kaggle/input/amazon-2024-100k-imgs/images/51NK9f1xnfL.jpg,203.0 centimetre,203.0 centimetre
9067,height,/kaggle/input/amazon-2024-100k-imgs/images/51g59ZmVuJS.jpg,8.5 centimetre,8.5 centimetre
9068,height,/kaggle/input/amazon-2024-100k-imgs/images/61CObdGVGeL.jpg,65.0 centimetre,65.0 centimetre
9069,width,/kaggle/input/amazon-2024-100k-imgs/images/41wokokU3dL.jpg,2.0 inch,3.5 inch
9070,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/71KpcBVOO5L.jpg,3.25 milligram,8.0 gram
9071,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/71PIrxaPDgL.jpg,8.0 gram,1.0 pound
9072,width,/kaggle/input/amazon-2024-100k-imgs/images/51Plx1LfWjL.jpg,62.0 millimetre,10.0 centimetre
9073,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/71E4w8IjEWL.jpg,13.6 gram,13.6 gram
9074,width,/kaggle/input/amazon-2024-100k-imgs/images/51ku3cBIpfL.jpg,3.6 centimetre,3.6 centimetre
9075,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/81bDZBSUrLL.jpg,125.0 microgram,3.0 kilogram
9076,depth,/kaggle/input/amazon-2024-100k-imgs/images/618Xgh4NZcL.jpg,30.0 inch,14.0 inch
9077,width,/kaggle/input/amazon-2024-100k-imgs/images/416mDL1slrL.jpg,153.0 centimetre,53.0 centimetre
9078,voltage,/kaggle/input/amazon-2024-100k-imgs/images/81rTIj1hjDL.jpg,"[220.0, 240.0] volt",240.0 volt
9079,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/71lKL+8Fd+L.jpg,40.0 ounce,100.0 gram
9080,width,/kaggle/input/amazon-2024-100k-imgs/images/31c+g+hoy9L.jpg,11.0 inch,10.0 inch
9081,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/71UrtbujHUL.jpg,100.0 gram,100.0 gram
